Date,Voucher,Party,Product,Qty,Rate
2019-07-13,2625,KVK,DHARAM BOX-METRO,70,39.0
2019-07-13,2625,KVK,SMART BOUL(48),1,1830.0
2019-07-13,2626,NAGARJUNA-NANDHIPAD,BLACK DOG-350ML,110,29.0
2019-07-13,2627,LAKSHMINARASIMHA TE,VISHNU 300ML,100,31.0
2019-07-13,2628,MSR,VISHNU 300ML,100,31.0
2019-07-13,2629,AVS-NPT,GARUDA 10*12 BK,500,7.5
2019-07-13,2630,VVS-UGIRI,TIFFIN PLATENO-10,10,18.0
2019-07-13,2630,VVS-UGIRI,TIFFIN PLATES - 9 S,10,16.0
2019-07-13,2630,VVS-UGIRI,SILVER POUCH 5*7,2,32.0
2019-07-13,2630,VVS-UGIRI,SILVER POUCH 8*10,1,75.0
2019-07-13,2631,T.GOPI-SPT,VISHNU 250ML,100,34.0
2019-07-13,2632,KPR,DONA-(108),1,1944.0
2019-07-13,2632,KPR,THERMOCOL GLASS(180,2,1500.0
2019-07-13,2632,KPR,10*12 SARAS-NAT,1500,8.0
2019-07-13,2632,KPR,10*12 SARAS-NAT,50,8.0
2019-07-13,2633,KVS,13*16 WHITE RK,800,15.5
2019-07-13,2634,KVKC,80 LEAF,10,340.0
2019-07-13,2634,KVKC,SILVER FOIL ROLL,25,210.0
2019-07-13,2635,A.SRINIVASULU-SPT,VISHNU 300ML,100,31.0
2019-07-13,2636,A1 PLASTICS-SPT,VISHNU 300ML,100,31.0
2019-07-13,2637,RAMDEV PLASTICS-SPT,VISHNU 300ML,100,31.0
2019-07-13,2638,KESAVA PROVISIONS,VISHNU 300ML,200,31.0
2019-07-13,2640,CHAKKA RANGAYYA,14 GREEN,40,35.0
2019-07-13,2641,KVKC,CITIZEN 13*16-M.W,75,97.0
2019-07-13,2642,JAYAMPU SUDHAKAR,CYCLE-BLU-10*12,400,6.8
2019-07-13,2642,JAYAMPU SUDHAKAR,GARUDA 16*20 BLUE,20,26.0
2019-07-13,2642,JAYAMPU SUDHAKAR,5*6 JANATHA POLY,20,35.0
2019-07-13,2642,JAYAMPU SUDHAKAR,4*5 MEET,50,16.0
2019-07-13,2642,JAYAMPU SUDHAKAR,14 SILVER(8PACK),50,45.0
2019-07-13,2642,JAYAMPU SUDHAKAR,APPLE WATER,100,28.0
2019-07-13,2642,JAYAMPU SUDHAKAR,BAHUBALI WINE,110,30.0
2019-07-13,2642,JAYAMPU SUDHAKAR,PAPER TEA 80ML LONG,10,28.0
2019-07-13,2642,JAYAMPU SUDHAKAR,VISHNU 300ML,20,32.0
2019-07-13,2642,JAYAMPU SUDHAKAR,LOOSE ITEMS,1,30.0
2019-07-13,2642,JAYAMPU SUDHAKAR,DHARAM-6PCS,3,180.0
2019-07-13,2643,VISHNU-CUTOMER,4*5 TRISUL,350,15.0
2019-07-13,2656,TP13,LEAF DONA SMALL,5,540.0
2019-07-13,2656,TP13,LEAF DONA BIG,4,430.0
2019-07-13,2656,TP13,TIFFIN PLATENO-11,50,18.0
2019-07-13,2656,TP13,5*6 JANATHA POLY,100,33.0
2019-07-13,2656,TP13,TIFFIN PLATENO-11,50,18.0
2019-07-13,2656,TP13,5*7 ESWAR,10,155.0
2019-07-13,2656,TP13,DHARAM BOX-TIRUMALA,26,22.0
2019-07-13,2656,TP13,LD 6*7.5(HALF LITRE,25,160.0
2019-07-13,2656,TP13,LD 6.5*10(LITRE),25,160.0
2019-07-13,2656,TP13,LD KIRANA,50,144.0
2019-07-13,2656,TP13,VISHNU 300ML,100,30.0
2019-07-13,2656,TP13,LITE FOAM(1200),2,1620.0
2019-07-13,2656,TP13,PRESSING COVER 4*5,20,35.0
2019-07-13,2656,TP13,PRESSING COVER 4*6,20,42.0
2019-07-13,2656,TP13,PRESSING COVER 5*6,10,54.0
2019-07-13,2656,TP13,PRESSING COVER 6*8,3,65.0
2019-07-13,2657,BRHAMADEVI SUDHEER,TIFFIN PLATENO-10,100,18.0
2019-07-13,2660,SRINU,VISHNU 300ML,100,31.0
2019-07-13,2661,SLST-GDR,VISHNU 300ML,100,30.0
2019-07-13,2662,MSR,VISHNU 300ML,100,31.0
2019-07-14,2646,KVKC,4*5 MEET,312,15.0
2019-07-14,2647,RAFI TRADERS-UGIRI,VISHNU 300ML,50,31.0
2019-07-14,2647,RAFI TRADERS-UGIRI,BAHUBALI WINE,50,30.0
2019-07-14,2648,VENKATASETTY-PDKR,PAPER TEA 80ML LONG,170,28.0
2019-07-14,2649,SEKHAR MARKET,LOOSE ITEMS,1,131100.0
2019-07-14,2650,SANKAR TRADERS,DONA-VAI-9100,2,1640.0
2019-07-14,2651,SANKAR TRADERS,DONA-VAI-9100,1,1640.0
2019-07-14,2663,CHAKKA RANGAYYA,VISHNU 300ML,100,31.0
2019-07-14,2664,MD.ISHAQ,VISHNU 300ML,100,31.0
2019-07-14,2665,TP13,GOLD LEAF SITTING,1,650.0
2019-07-14,2665,TP13,DURGA 10*12 BLUE,50,6.0
2019-07-14,2665,TP13,DURGA 13*16 BLUE,50,12.0
2019-07-14,2665,TP13,10*10 SHEET,5,135.0
2019-07-14,2665,TP13,GARUDA 16*20 BLUE,20,26.0
2019-07-14,2678,RAVIKANTH GDR,10*12 KRISHNA-BK(10,1200,8.0
2019-07-14,2679,SURI,KARNA 13*16 100 W,200,14.0
2019-07-14,2690,GANESHMESS,SILVER POUCH 8*10,100,75.0
2019-07-14,2715,SMS,VISHNU 250ML,200,31.0
2019-07-14,2882,MD.ISHAQ,BLACK DOG-350ML,110,27.0
2019-07-15,2652,RM(R.R.FANCY) A.S.P,SOFT NAPKEENS,25,20.0
2019-07-15,2680,TP13,APPLE WATER,100,25.0
2019-07-15,2680,TP13,VISHNU 250ML,100,32.0
2019-07-15,2680,TP13,80 LEAF,10,340.0
2019-07-15,2680,TP13,VISHNU 350ML,20,32.0
2019-07-15,2680,TP13,14 SILVER(8PACK),32,45.0
2019-07-15,2680,TP13,APPLE WINE,110,27.0
2019-07-15,2680,TP13,VISHNU 250ML,30,32.0
2019-07-15,2680,TP13,VISHNU 350ML,4,32.0
2019-07-15,2681,SEKHAR MARKET,80 LEAF,20,340.0
2019-07-15,2691,K.SRIHARI,VISHNU 300ML,200,31.0
2019-07-15,2692,KHAN AND KHAN PLAST,VISHNU 300ML,100,31.0
2019-07-15,2693,K.VENUGOPAL-RAPUR,VISHNU 300ML,100,31.0
2019-07-15,2694,SRINU,VISHNU ICE,110,20.0
2019-07-15,2695,MADHALA MALLAYA,DURGA 10*12 BLUE,800,5.9
2019-07-15,2695,MADHALA MALLAYA,DURGA 13*16 BLUE,400,11.5
2019-07-15,2795,SOLANKI PLASTICS,LITE FOAM(1200),4,1620.0
2019-07-15,2795,SOLANKI PLASTICS,DONA-VAI-9100,3,1640.0
2019-07-15,2795,SOLANKI PLASTICS,SMART BOUL(48),2,1730.0
2019-07-16,2653,SUNDHA PLASTICS,SILV-CONT-750ML(100,15,2300.0
2019-07-16,2654,SUNDHA PLASTICS,LITE FOAM(1200),5,1680.0
2019-07-16,2654,SUNDHA PLASTICS,"6""ESSFOAM(3600)",5,1440.0
2019-07-16,2654,SUNDHA PLASTICS,5*5 DONA(4500),2,2250.0
2019-07-16,2655,BRHAMADEVI SUDHEER,BLACK DOG-350ML,110,30.0
2019-07-16,2655,BRHAMADEVI SUDHEER,DONA-VAI-9100,1,1730.0
2019-07-16,2655,BRHAMADEVI SUDHEER,SILV-CONT-450ML(150,2,2400.0
2019-07-16,2655,BRHAMADEVI SUDHEER,SILV-CONT-750ML(100,1,2400.0
2019-07-16,2655,BRHAMADEVI SUDHEER,TIRUMALA M.W 10*12,5,110.0
2019-07-16,2658,SN.MEERA-MALLAM,VISHNU 250ML,100,33.0
2019-07-16,2658,SN.MEERA-MALLAM,BAHUBALI WINE,110,28.0
2019-07-16,2658,SN.MEERA-MALLAM,4*6 1/2 KG PACKET,20,160.0
2019-07-16,2658,SN.MEERA-MALLAM,NO-2,3,150.0
2019-07-16,2658,SN.MEERA-MALLAM,NO-1,3,150.0
2019-07-16,2658,SN.MEERA-MALLAM,N0-5,2,150.0
2019-07-16,2658,SN.MEERA-MALLAM,NO-0,5,150.0
2019-07-16,2658,SN.MEERA-MALLAM,DHARAM BOX-METRO,20,40.0
2019-07-16,2658,SN.MEERA-MALLAM,DHARAM BOX-TIRUMALA,20,25.0
2019-07-16,2659,SN.MEERA-MALLAM,GARUDA 10*12 BK,1000,7.5
2019-07-16,2666,PPR,9*9 PGS,25,95.0
2019-07-16,2666,PPR,VISHNU 300ML,100,30.0
2019-07-16,2666,PPR,VISHNU ICE,20,22.0
2019-07-16,2666,PPR,CYCLE-BK-13*16,50,12.5
2019-07-16,2667,CHARAN TRADERS-HAST,10*10 SIVA SHEET,10,140.0
2019-07-16,2667,CHARAN TRADERS-HAST,NO-0,5,150.0
2019-07-16,2667,CHARAN TRADERS-HAST,NO-1,5,150.0
2019-07-16,2667,CHARAN TRADERS-HAST,NO-2,5,150.0
2019-07-16,2667,CHARAN TRADERS-HAST,NO-3,5,150.0
2019-07-16,2667,CHARAN TRADERS-HAST,NO-5,5,150.0
2019-07-16,2667,CHARAN TRADERS-HAST,TIFFIN PLATENO-10,200,18.0
2019-07-16,2667,CHARAN TRADERS-HAST,"TIFFIN PLATES-9""",50,16.0
2019-07-16,2667,CHARAN TRADERS-HAST,GARUDA 10*12 BK,500,7.5
2019-07-16,2667,CHARAN TRADERS-HAST,TIRUMALA-50(16*20),50,28.0
2019-07-16,2667,CHARAN TRADERS-HAST,4*5 TRISUL,50,15.0
2019-07-16,2667,CHARAN TRADERS-HAST,5*6 POLY,50,22.0
2019-07-16,2667,CHARAN TRADERS-HAST,VISHNU 300ML,100,31.0
2019-07-16,2667,CHARAN TRADERS-HAST,BLACK DOG-350ML,110,29.0
2019-07-16,2667,CHARAN TRADERS-HAST,APPLE WATER,100,25.0
2019-07-16,2668,CUSTOMER,14 SILVER(8PACK),112,45.0
2019-07-16,2668,CUSTOMER,WATER GLASS,40,40.0
2019-07-16,2669,GVS,DURGA 10*12 BK,800,6.3
2019-07-16,2669,GVS,CYCLE-BK-13*16,500,12.7
2019-07-16,2669,GVS,10*10 SIVA SHEET,75,132.0
2019-07-16,2669,GVS,4*6 POLY,278,16.0
2019-07-16,2669,GVS,NO-10,10,150.0
2019-07-16,2669,GVS,NO-3,10,147.0
2019-07-16,2669,GVS,NO-000,25,149.0
2019-07-16,2670,KVK,LITE FOAM(1200),1,1680.0
2019-07-16,2670,KVK,10*12 RK,1600,7.8
2019-07-16,2670,KVK,13*16 WHITE RK,800,15.0
2019-07-16,2670,KVK,VISHNU ICE,110,22.0
2019-07-16,2670,KVK,VISHNU 300ML,200,31.0
2019-07-16,2670,KVK,APPLE WATER,200,25.0
2019-07-16,2670,KVK,NO-0,25,149.0
2019-07-16,2670,KVK,NO-00,25,149.0
2019-07-16,2670,KVK,NO-1,25,149.0
2019-07-16,2670,KVK,CYCLE-BLU-10*12,1600,5.8
2019-07-16,2670,KVK,CYCLE-BLU-13*16,800,12.0
2019-07-16,2671,NANDAGOPAL-SPT,ROBO 13*16 BLUE,400,10.0
2019-07-16,2672,CHEKKA SUDHAKAR,14 GREEN,40,35.0
2019-07-16,2672,CHEKKA SUDHAKAR,10*10 SIVA SHEET,25,140.0
2019-07-16,2673,T.MALLIKARJUNA-MENA,VISHNU 350ML,220,34.0
2019-07-16,2674,GV,DURGA 10*12 BK,800,6.0
2019-07-16,2674,GV,DURGA 13*16 BK,400,11.5
2019-07-16,2675,A.SRINIVASULU-SPT,CYCLE-BLU-13*16,250,12.5
2019-07-16,2675,A.SRINIVASULU-SPT,RANGOLI 13*16 CL,30,115.0
2019-07-16,2675,A.SRINIVASULU-SPT,TIRUMALA 16*20 M.W,10,110.0
2019-07-16,2675,A.SRINIVASULU-SPT,TIFFIN PLATENO-10,100,18.0
2019-07-16,2675,A.SRINIVASULU-SPT,TIFFIN PLATENO-11,70,19.0
2019-07-16,2675,A.SRINIVASULU-SPT,10*10 SIVA SHEET,25,133.0
2019-07-16,2675,A.SRINIVASULU-SPT,4*5 TRISUL,100,14.5
2019-07-16,2675,A.SRINIVASULU-SPT,LITE FOAM(1200),1,1680.0
2019-07-16,2675,A.SRINIVASULU-SPT,80 LEAF,10,340.0
2019-07-16,2676,KESAVA PROVISIONS,VISHNU 300ML,100,31.0
2019-07-16,2676,KESAVA PROVISIONS,PAPER TEA -100ML TA,100,30.0
2019-07-16,2676,KESAVA PROVISIONS,PAPER TEA,100,16.0
2019-07-16,2676,KESAVA PROVISIONS,RUBBER,5,300.0
2019-07-16,2676,KESAVA PROVISIONS,DHARAM-15PCS,20,90.0
2019-07-16,2676,KESAVA PROVISIONS,DHARAM BOX-METRO,20,40.0
2019-07-16,2676,KESAVA PROVISIONS,APPLE WATER,100,26.0
2019-07-16,2677,BRHAMADEVI SUDHEER,14 GREEN,40,35.0
2019-07-16,2677,BRHAMADEVI SUDHEER,VISHNU 300ML,100,31.0
2019-07-16,2677,BRHAMADEVI SUDHEER,PP,20,160.0
2019-07-16,2682,PAPARAO,PP,5,160.0
2019-07-16,2682,PAPARAO,4*5 TRISUL,100,15.0
2019-07-16,2682,PAPARAO,5*6 TRISUL,100,20.0
2019-07-16,2682,PAPARAO,SILVER POUCH 8*10,3,70.0
2019-07-16,2683,BALAJI PLASTICS,DONA-VAI-9100,6,1640.0
2019-07-16,2683,BALAJI PLASTICS,LITE FOAM(1200),4,1620.0
2019-07-16,2683,BALAJI PLASTICS,SMART BOUL(48),4,1730.0
2019-07-16,2685,SURI,HARITH M.W 10*12,5,84.0
2019-07-16,2686,BCM,100LEAF -SP,6,580.0
2019-07-16,2686,BCM,SMART BOUL(48),1,1830.0
2019-07-16,2687,VNR,APPLE WATER,100,25.0
2019-07-16,2687,VNR,VISHNU ICE,110,22.0
2019-07-16,2687,VNR,DONA-VAI-9100,1,1730.0
2019-07-16,2688,T.GOPI-SPT,DONA-VAI-9100,1,1730.0
2019-07-16,2689,KVKC,APPLE WATER,200,25.0
2019-07-16,2696,GANESHMESS,DHARAM 1KG,15,110.0
2019-07-16,2697,SRINU,HIGH COUNT 10*12 BL,50,148.0
2019-07-16,2697,SRINU,10*12 RK,400,7.9
2019-07-16,2697,SRINU,NAPKEENS 27*27,88,14.0
2019-07-16,2697,SRINU,RUBBER,5,290.0
2019-07-16,2698,K.SRIHARI,LOOSE ITEMS,1,50000.0
2019-07-16,2699,SHAIK SIFULLA,CYCLE-BK-13*16,750,13.0
2019-07-16,2699,SHAIK SIFULLA,CYCLE-BK-13*16,30,13.0
2019-07-16,2699,SHAIK SIFULLA,20*26 COVER,60,60.0
2019-07-16,2699,SHAIK SIFULLA,24*30 COVER,50,79.0
2019-07-16,2699,SHAIK SIFULLA,16*20 (50-W),160,26.0
2019-07-16,2699,SHAIK SIFULLA,80 LEAF,10,340.0
2019-07-16,2700,SALESMAN SURESH,14 GREEN,40,35.0
2019-07-16,2701,SKGM-VGIRI,NO-00,5,150.0
2019-07-16,2701,SKGM-VGIRI,NO-0,5,150.0
2019-07-16,2701,SKGM-VGIRI,NO-1,5,150.0
2019-07-16,2701,SKGM-VGIRI,NO-2,5,150.0
2019-07-16,2701,SKGM-VGIRI,NO-3,5,150.0
2019-07-16,2701,SKGM-VGIRI,N0-5,2,150.0
2019-07-16,2701,SKGM-VGIRI,13*16 WHITE RK,30,16.0
2019-07-16,2701,SKGM-VGIRI,10*12 RK,50,8.5
2019-07-16,2701,SKGM-VGIRI,HIGH COUNT 16*20,5,150.0
2019-07-16,2701,SKGM-VGIRI,HIGH COUNT 16*20 BL,1,160.0
2019-07-16,2701,SKGM-VGIRI,PP 4*5 +,5,160.0
2019-07-16,2702,K.SRIHARI,GOLD LEAF SITTING,8,640.0
2019-07-16,2702,K.SRIHARI,80 LEAF,10,340.0
2019-07-16,2702,K.SRIHARI,16*20(100-W),240,26.0
2019-07-16,2703,JAYLAKSHMIFANCY,CYCLE-BLU-10*12,1200,6.7
2019-07-16,2703,JAYLAKSHMIFANCY,TIRUMALA-50(13*16),560,15.0
2019-07-16,2703,JAYLAKSHMIFANCY,10*15 STAR-DCUT,10,90.0
2019-07-16,2703,JAYLAKSHMIFANCY,12*18 STAR-CUT,10,90.0
2019-07-16,2703,JAYLAKSHMIFANCY,4*5 TRISUL,50,15.0
2019-07-16,2703,JAYLAKSHMIFANCY,100LEAF -SP,1,590.0
2019-07-16,2703,JAYLAKSHMIFANCY,20 *26 BLUE,5,60.0
2019-07-16,2703,JAYLAKSHMIFANCY,VISHNU 300ML,100,31.0
2019-07-16,2703,JAYLAKSHMIFANCY,VISHNU 250ML,100,33.0
2019-07-16,2703,JAYLAKSHMIFANCY,DHARAM BOX-METRO,10,39.0
2019-07-16,2703,JAYLAKSHMIFANCY,17*23 KESHAV M.W,5,110.0
2019-07-16,2704,JANANI PLASTICS-VGI,GOLD LEAF SITTING,4,630.0
2019-07-16,2704,JANANI PLASTICS-VGI,10*12 KRISHNA-BK(10,600,8.1
2019-07-16,2704,JANANI PLASTICS-VGI,DURGA 13*16 BLUE,200,11.0
2019-07-16,2705,K.SRIHARI,SMART BOUL(48),2,1830.0
2019-07-16,2706,RKK,TIRUMALA M.W 13*16,10,100.0
2019-07-16,2706,RKK,TIRUMALA 16*20 M.W,10,100.0
2019-07-16,2706,RKK,VISHNU 300ML,100,31.0
2019-07-16,2706,RKK,NO-0,10,150.0
2019-07-16,2706,RKK,NO-1,10,150.0
2019-07-16,2706,RKK,NO-00,10,150.0
2019-07-16,2729,TP13,DONA-VAI-9100,1,1660.0
2019-07-16,2729,TP13,DONA -LOOSE,30,19.0
2019-07-16,2729,TP13,4*5 TRISUL,350,13.5
2019-07-16,2729,TP13,10*10 SHEET,25,135.0
2019-07-16,2729,TP13,ROBO 10*12,400,4.9
2019-07-16,2730,VKP,VISHNU 300ML,100,31.0
2019-07-16,2731,SURI,CITIZEN 13*16-M.W,25,95.0
2019-07-16,2732,DSP-SEKHAR,SILVER POUCH 8*10,30,200.0
2019-07-16,2733,BSCPL INFRASTRUCTUR,GOLD LEAF SITTING,2,650.0
2019-07-16,2733,BSCPL INFRASTRUCTUR,13*16 BLUE,60,15.0
2019-07-16,2733,BSCPL INFRASTRUCTUR,TIFFIN PLATENO-10,50,19.0
2019-07-16,2733,BSCPL INFRASTRUCTUR,5*6 ANKIT(20MIC),30,23.0
2019-07-16,2733,BSCPL INFRASTRUCTUR,GST AMOUNT,1,691.2
2019-07-17,2707,A.VENKATESWARLU-VB ,VISHNU 300ML,100,31.0
2019-07-17,2708,SRI JYOTHI TRADERS,DONA-(108),5,1836.0
2019-07-17,2708,SRI JYOTHI TRADERS,LITE FOAM(1200),5,1620.0
2019-07-17,2709,AVR-VBPALLI,10*10 SIVA SHEET,25,136.0
2019-07-17,2709,AVR-VBPALLI,4*5 TRISUL,50,15.0
2019-07-17,2709,AVR-VBPALLI,DHARAM BOX-TIRUMALA,30,25.0
2019-07-17,2709,AVR-VBPALLI,PAPER TEA,50,16.0
2019-07-17,2709,AVR-VBPALLI,NO-0,2,150.0
2019-07-17,2709,AVR-VBPALLI,80 LEAF,1,350.0
2019-07-17,2710,GANESHMESS,SILV-CONT-750ML(100,1,2500.0
2019-07-17,2711,SUBRHAMANYAM-CHITWE,VISHNU 300ML,300,31.0
2019-07-17,2712,TEACHER,VISHNU 300ML,100,31.0
2019-07-17,2734,SRINU,1000ML CONTAINER,600,6.5
2019-07-17,2737,TP13,SILVER FOIL-1KG ROL,25,210.0
2019-07-17,2737,TP13,APPLE WATER,200,25.0
2019-07-17,2737,TP13,100LEAF -SP,6,575.0
2019-07-17,2737,TP13,LD KIRANA,50,140.0
2019-07-17,2737,TP13,LD KIRANA,50,145.0
2019-07-17,2737,TP13,RUBBER 100G,2,350.0
2019-07-17,2737,TP13,50GRAM RUBBER,2,350.0
2019-07-17,2737,TP13,NON WOVEN 10*12 100,40,65.0
2019-07-17,2737,TP13,SILVER POUCH 9*12,20,97.0
2019-07-17,2737,TP13,RUBBER,5,290.0
2019-07-17,2737,TP13,NAPKEEN 2ND,140,8.5
2019-07-17,2743,KHAN AND KHAN PLAST,VISHNU 300ML,200,31.0
2019-07-17,2745,JANANI PLASTICS-VGI,10*12 KRISHNA-BK(10,600,8.1
2019-07-17,2745,JANANI PLASTICS-VGI,CYCLE-BLU-10*12,400,6.6
2019-07-17,2745,JANANI PLASTICS-VGI,DURGA 10*12 BK,400,6.3
2019-07-17,2746,MD.ISHAQ,13*16 BK(100)KRISHN,320,16.0
2019-07-18,2713,QUALITY CHICKEN,TIRUMALA M.W 10*12,15,110.0
2019-07-18,2713,QUALITY CHICKEN,TIRUMALA 16*20 M.W,10,110.0
2019-07-18,2713,QUALITY CHICKEN,TIRUMALA M.W 13*16,10,110.0
2019-07-18,2713,QUALITY CHICKEN,PAPER TEA-65ML(100),5,30.0
2019-07-18,2714,JAYSREE GENERAL STO,DONA-VAI-9100,1,1640.0
2019-07-18,2716,SOLANKI PLASTICS,DONA-VAI-9100,1,1640.0
2019-07-18,2717,RAMAKRISHNA GENERAL,VISHNU ICE,100,18.5
2019-07-18,2718,K.VENUGOPAL-RAPUR,13*16 BK(100)KRISHN,320,16.0
2019-07-18,2718,K.VENUGOPAL-RAPUR,CYCLE-BLU-13*16,250,13.0
2019-07-18,2718,K.VENUGOPAL-RAPUR,BULLET 10*12,400,4.4
2019-07-18,2718,K.VENUGOPAL-RAPUR,GARUDA 16*20 BLUE,50,26.0
2019-07-18,2719,RAMDEV PLASTICS-SPT,NO-00,10,150.0
2019-07-18,2719,RAMDEV PLASTICS-SPT,NO-0,5,150.0
2019-07-18,2719,RAMDEV PLASTICS-SPT,NO-1,5,150.0
2019-07-18,2719,RAMDEV PLASTICS-SPT,NO-2,5,150.0
2019-07-18,2719,RAMDEV PLASTICS-SPT,PP 6*8,50,155.0
2019-07-18,2719,RAMDEV PLASTICS-SPT,PP 7*9,5,156.0
2019-07-18,2719,RAMDEV PLASTICS-SPT,PP 8*10,5,156.0
2019-07-18,2719,RAMDEV PLASTICS-SPT,PP 6*7,5,156.0
2019-07-18,2720,VKP,LD KIRANA,10,150.0
2019-07-18,2720,VKP,SILV-CONT-750ML(100,1,2350.0
2019-07-18,2720,VKP,SILV-CONT-450ML(150,1,2350.0
2019-07-18,2721,SEKHAR MARKET,LD KIRANA,10,150.0
2019-07-18,2721,SEKHAR MARKET,22MRP THREADS,24,14.0
2019-07-18,2722,RAMDEV PLASTICS-SPT,24 * 30 BLUE,10,80.0
2019-07-18,2722,RAMDEV PLASTICS-SPT,TIRUMALA-50(17*23),10,38.0
2019-07-18,2723,NANDAGOPAL-SPT,NO-000,10,150.0
2019-07-18,2723,NANDAGOPAL-SPT,NO-0,10,150.0
2019-07-18,2723,NANDAGOPAL-SPT,NO-00,5,150.0
2019-07-18,2723,NANDAGOPAL-SPT,NO-1,10,150.0
2019-07-18,2723,NANDAGOPAL-SPT,NO-2,5,150.0
2019-07-18,2723,NANDAGOPAL-SPT,NO-3,5,150.0
2019-07-18,2723,NANDAGOPAL-SPT,N0-5,5,150.0
2019-07-18,2723,NANDAGOPAL-SPT,ROBO 10*12,800,5.0
2019-07-18,2724,VENKATARAMANA SUPER,PAPER JUICE 210M/C,10,41.0
2019-07-18,2724,VENKATARAMANA SUPER,PAPER JUICE 250M/C,10,54.0
2019-07-18,2724,VENKATARAMANA SUPER,SILVER POUCH 8*10,10,67.0
2019-07-18,2724,VENKATARAMANA SUPER,NAPKEEN 2ND,15,9.0
2019-07-18,2725,KALLASUDHAKAR,100LEAF -SP,6,570.0
2019-07-18,2726,VS-SPT,10*10 SIVA SHEET,25,138.0
2019-07-18,2726,VS-SPT,4*5 MEET,100,16.0
2019-07-18,2726,VS-SPT,LOOSE KIRANA,10,150.0
2019-07-18,2726,VS-SPT,PRINTING PP 250GRAM,2,180.0
2019-07-18,2726,VS-SPT,TIRUMALA M.W 13*16,10,106.0
2019-07-18,2726,VS-SPT,TIRUMALA 16*20 M.W,10,106.0
2019-07-18,2726,VS-SPT,VISHNU 250ML,100,33.0
2019-07-18,2727,MADHU CHEJARLA,4*5 MEET,320,16.0
2019-07-18,2727,MADHU CHEJARLA,10*10 SIVA SHEET,25,138.0
2019-07-18,2728,SRIRAMA PROVISIONS-,CYCLE-BK-10*12,400,6.8
2019-07-18,2728,SRIRAMA PROVISIONS-,13*16 BK(100)KRISHN,160,17.0
2019-07-18,2728,SRIRAMA PROVISIONS-,APPLE WATER,100,26.0
2019-07-18,2728,SRIRAMA PROVISIONS-,VISHNU 250ML,50,33.0
2019-07-18,2728,SRIRAMA PROVISIONS-,14 GREEN,40,35.0
2019-07-18,2728,SRIRAMA PROVISIONS-,NO-0,2,150.0
2019-07-18,2728,SRIRAMA PROVISIONS-,NO-00,2,150.0
2019-07-18,2728,SRIRAMA PROVISIONS-,TIRML-BL-KG-17*23,3,130.0
2019-07-18,2735,BALAJI PLASTICS,SUPER ROPE(SPECIAL),50,47.0
2019-07-18,2736,KVS-RAJUPALEM,LD KIRANA,6,150.0
2019-07-18,2736,KVS-RAJUPALEM,10*12 MW 51 MIC,30,18.0
2019-07-18,2736,KVS-RAJUPALEM,13*16 MW 50MIC,30,27.0
2019-07-18,2736,KVS-RAJUPALEM,16*20 M.W 40MIC,10,32.0
2019-07-18,2736,KVS-RAJUPALEM,APPLE WATER,10,26.0
2019-07-18,2736,KVS-RAJUPALEM,14 SILVER(8PACK),16,45.0
2019-07-18,2738,SEKHAR MARKET,DONA-VAI-9100,1,1690.0
2019-07-18,2739,PAPARAO,SILVER POUCH 8*10,6,210.0
2019-07-18,2740,SURI,24*20 M.W,25,95.0
2019-07-18,2740,SURI,13*16 M.W,25,95.0
2019-07-18,2741,SVR,APPLE WATER,100,26.0
2019-07-18,2741,SVR,SODA GLASS JSD,100,28.0
2019-07-18,2742,GV,SODA GLASS JSD,100,28.0
2019-07-18,2744,SSB,VISHNU 300ML,100,31.0
2019-07-18,2747,SRINU,VICTOR 13*16 MW,30,82.0
2019-07-18,2747,SRINU,DONA-VAI-9100,1,1730.0
2019-07-18,2747,SRINU,SPOON-SMALL-NAT,200,8.5
2019-07-18,2748,KPR,VISHNU 250ML,160,32.5
2019-07-18,2748,KPR,VISHNU ICE,200,18.5
2019-07-18,2748,KPR,SMART BOUL(48),1,1920.0
2019-07-18,2748,KPR,5*6 ANKIT(20MIC),210,23.0
2019-07-18,2748,KPR,5*6 ANKIT(20MIC),30,23.0
2019-07-18,2748,KPR,5*7 ESWAR,10,160.0
2019-07-18,2748,KPR,10*12 SARAS-NAT,900,8.0
2019-07-18,2748,KPR,10*12 SARAS-NAT,30,8.0
2019-07-18,2749,R.D .STORES,NO-0,5,150.0
2019-07-18,2749,R.D .STORES,NO-1,5,150.0
2019-07-18,2749,R.D .STORES,N0-5,5,150.0
2019-07-18,2749,R.D .STORES,NO-00,5,150.0
2019-07-18,2749,R.D .STORES,NO-2,5,150.0
2019-07-18,2749,R.D .STORES,5*6 POLY,100,22.0
2019-07-18,2749,R.D .STORES,4*5 TRISUL,100,15.0
2019-07-18,2749,R.D .STORES,HIGH COUNT 16*20 BL,5,160.0
2019-07-18,2749,R.D .STORES,HIGH COUNT 17*20,3,160.0
2019-07-18,2750,MSR,NO-0,25,150.0
2019-07-18,2750,MSR,NO-00,25,150.0
2019-07-18,2750,MSR,NO-1,25,150.0
2019-07-18,2750,MSR,NO-2,10,150.0
2019-07-18,2750,MSR,NO-3,10,150.0
2019-07-18,2750,MSR,N0-5,10,150.0
2019-07-18,2750,MSR,DONA-VAI-9100,2,1730.0
2019-07-18,2750,MSR,MEDIUM BOUL CLA(540,1,2160.0
2019-07-18,2751,PGS,VISHNU ICE,50,19.0
